emotion,lyric
행복,번쩍 기지개를 한번 쭉 펴고
행복,즐거운 상상을 맘껏 즐겨 잊지 말고
행복,Happy Happy Things!
행복,상쾌한 바람이 부는 아침에
행복,한껏 여유 부릴 때
행복,유난히 안색이 좋아 뭘 입어도
행복,다 잘어울리고 다 예뻐 보일 때
행복,좋아하는 노랠 들으며 걸어갈 때
행복,시간 맞춰 버스를 탈 때
행복,유난히 사람이 많은 출근길
행복,딱 내 앞에서 자리 났을 때
행복,예상대로 일이 술술 풀려갈 때
행복,이제부터 뭐든 내 멋대로 맘 먹을 때
행복,아주 맛있는걸 먹었을 때
행복,세상에나~! 힘도 안 줬는데 쾌변
행복,오! 보너스 휴가 떠날 때
행복,사랑하는 그대도 함께
행복,모두 상상만 해도 정말 기분 좋아
행복,잊지 말고 Happy Happy Things!
행복,오랜만에 친구들을 만났을 때
행복,괜히 기분이 좋아서 혼자 막 춤 출 때
행복,아주 머리가 잘 돌아갈 때
행복,말도 안돼~! 공부 안 했는데 백점
행복,오! 누군가 보고 싶을 때
행복,그대가 내 맘 알아줄 때
행복,모두 상상만 해도 정말 기분 좋은
행복,누구나 할 수 있는 일
행복,행복한 삶을 원한다면
행복,잊지말고 Happy Happy Things!
행복,꽤 오래된 스니커즈 그 허름한 편안함
행복,널 만나러 가는 길은 설렘 자꾸 걸음이 빨라져
행복,음 너와둘이서 걸으면 말야
행복,왠지 좋은데로 가는 기분이야 어디라도 난 좋은걸
행복,(VIVA PRIMAVERA) 바람이 분다 (니가) 웃는다
행복,(VIVA PRIMAVERA) 햇살은 부서진다
행복,(VIVA PRIMAVERA) 공기가 달다 (니가) 참 좋다
행복,(VIVA PRIMAVERA) 청춘은 또 빛난다
행복,반짝여라 젊은날 반짝여라 내사랑
행복,늘 거닐던 이 거리 그 익숙한 다정함
행복,고개 돌려보면 니 옆얼굴 나도 모르게 웃곤해
행복,음 너의 얘기를 들으면 말이야
행복,왠지 좋은 일이 생길것 같아져 언제라도 난 좋은걸
행복,VIVA
행복,멋진 날이야(멋진 날이야) 멋진 일이야(멋진 일이야)
행복,너와 함께있는 오늘이 푸르게 반짝여
행복,손잡아 볼까 가만히 라라라라라라
행복,입맞춰 볼까 가만히 라라라라라라
행복,반짝여라 젊은날 반짝여라 내청춘
행복,널 만나러 가는 길은 맑음 멋진 오늘이 기다려
행복,그 길이 끝나기 전에 넌 내게 말했지
행복,우리 좋았던 시간들 잊지 않을 거야
행복,달리는 파란 버스에 실린
행복,내 발을 보다가
행복,문득 담배를 피우고 싶어
행복,내린 이 동네는
행복,내게는 서먹한 동네
행복,한참을 서성거리다가
행복,왜 너에게 해야 했던
행복,그 말들이 자꾸만 생각나
행복,다신 볼 수 없더라도 행운을 빌어
행복,너에겐 익숙한 동네
행복,너에게 해야 했던
행복,다신 볼 수 없더라도
행복,그 길을 혼자 걸으며 난 네게 말했지
행복,행운을 빌어
행복,버스에서 택시에서 자가용안에서
행복,주방에서 혹은 야근하고 있나요
행복,어깨는 축 쳐지고 다리는 쑤셔오고
행복,머리는 천근만근 마음도 누르는데
행복,내 속삭임으로 행복의 주문 걸어
행복,그대 맘을 밝혀줄게요
행복,따라하면 돼요
행복,카운터줄게요
행복,어렵지 않아요
행복,단순하긴해도
행복,힘이 될거에요
행복,행복의 주문 하나 둘 셋 넷
행복,행복해져라
행복,우울한 사람도
행복,지친 사람들도
행복,모두 떠난 사무실에 홀로 앉아
행복,한숨 쉬며 늦게까지 끙끙대나요
행복,사랑은 언제 해봤는지 외로움에 답답함에
행복,오늘도 그냥 버텨내나요
행복,행복해져라 행복해져라 행복해져라 행복해져라
행복,보름달이 뜨는 날
행복,하늘을 10분 이상 바라보고 있으면
행복,우주로 가는 길이 열린다지 말야
행복,나 이제 날아가고 싶어
행복,두 손을 높게 들고 소리치고 싶어
행복,떠나자 오늘이 마지막 밤이래
행복,"오, 그대 외롭진 않을까"
행복,걱정하지 말아요.
행복,내 손을 잡고 여기로
행복,한 발짝 넘어와요
행복,"Hey, I don't know anything but"
행복,we'll gonna be good time
행복,밤새도록 미친 듯 춤춰보는 거예요
행복,Nothing but we'll gonna be good time
행복,쓸데없는 고민은 지워버려
행복,이렇게 달빛이 좋은 날
행복,멍하니 혼자 집에 있기는 아쉬워
행복,재밌는 곳으로 나가자
행복,그대도 날아가고 싶지 않나요?
행복,답답한 세상 속을 하루만 탈출 해봐요
행복,오늘이 마지막 밤이래
행복,"오, 그대여 모든 걱정들"
행복,여기선 내려놔요
행복,리듬을 잡고 몸을 움직여 봐요
행복,"Hey, i don't know anything but"
행복,쓸데없는 고민은 이제는 bye
행복,밤새도록 미친 듯이 춤춰보는 거예요
행복,Bye~
행복,반짝 눈부신 날
행복,쨘하고 나타날 것 같아
행복,방금 짓궂은 그 표정
행복,문득 머리위로
행복,차가운 공기가 흐른다
행복,이젠 인사를 할 시간
행복,시작하는 여행자여 안녕
행복,언젠가 우리 다시 만날때
행복,오 그대로 내가 사랑한
행복,너의 말투 너의 웃음 그대로
행복,생각해보면 똑같은 풍경
행복,"이 하늘과 바람, 복잡한 도시"
행복,오 그대여 눈을 감으면
행복,나는 늘 여기서 널 기다리고 있을 테니까
행복,행운을 빌어줘요
행복,웃음을 보여줘요
행복,"눈물은 흘리지 않을게, 굿바이"
행복,뒤돌아 서지마요
행복,쉼없이 달려가요
행복,노래가 멈추지 않도록
행복,수많은 이야기
행복,끝없는 모험만이
행복,그대와 함께이길-
행복,안녕 고마웠어
행복,짧았던 너와 나의 계절
행복,끝은 또 하나의 시작
행복,잔뜩 배낭을 멘
행복,작은 어깨를 두드린다
행복,이젠 떠나야 할 시간
행복,숨가쁜 시간의 강을 건너
행복,엇갈린 축의 바람이 분다
행복,오 그대 작은 별이 되기를
행복,망설였던 나의 서툰 노래 이젠 할 수 있어
행복,그대와 함께이길
행복,"""행운을 빌어요"""
행복,빛나기 시작한 별
행복,세차게 부는 바람
행복,오랜 시간이 흘러
행복,쓰러질 듯 벅찬 날
행복,이 서툰 노래가 닿기를
행복,긴 여행의 날들
행복,끝없는 행운만이
행복,모든 사람들의 하루는 각자의 기쁜 일도 슬픈 일도 많겠지
행복,하지만 난 우리의 하루 끝이 언제나 밝았으면 해
행복,한 숨쉬는 일도 많겠지 눈물 날 때쯤 널 믿어봐
행복,괜찮아 넌 할 수 있어 반드시 모든걸 이겨낼 거야
행복,일단 한 번 숨 쉬어 보자 후후후후후
행복,그럼 이제 웃어보자 하하하하하
행복,Happy things happy life 언제나 웃음 넘치는 나날들 속에
행복,Enjoy things every day 우린 매일매일 이렇게
행복,걱정 고민들도 많겠지 힘든 일들도 많을 거야
행복,괜찮아 넌 할 수 있어 반드시 모든걸 이뤄낼 거야
행복,숨을 한번 가다듬고 좋은 생각만 해 보는 거야
행복,우리 앞에 펼쳐지는 Happy life every day
행복,Enjoy things every day 우린 매일매일 이렇게 우린 매일매일 Happy day
행복,지난 날 아무 계획도 없이 여기 서울로 왔던 너
행복,좀 어리둥절한 표정이 예전 나와 같아
행복,모습은 까무잡잡한 스포츠맨 오직 그것만 해왔던
행복,두렵지만 설레임의 시작엔 니가 있어
행복,괜찮아 잘 될 거야 너에겐 눈부신 미래가 있어
행복,괜찮아 잘 될 거야 우린 널 믿어 의심치 않아
행복,너만의 살아가야할 이유 그게 무엇이 됐든
행복,후회 없이만 산다면 그것이 슈퍼스타
행복,널 힘들게 했던 일들과 그 순간에 흘렸던
행복,땀과 눈물을 한잔에 마셔 버리자~ 오우 워~
행복,괜찮아 잘 될 거야~ 너에겐 눈부신 미래가 있어~
행복,괜찮아 잘 될 거야~ 우린 널 믿어 의심치 않아~
행복,나나나나나나~ 나나나 나나나나나나~나
행복,나나나 나나 나나나
행복,나나나 나나나 나나~ 나~
행복,너만의 인생의 슈퍼스타~
행복,불안해 하지마
행복,이렇게 얘기하는 나도 사실
행복,불안해
행복,걱정하지마
행복,걱정이 산더미야
행복,어디로 가는지 여기가 맞는지
행복,어차피 우리는 모르지
행복,멈추지 않고 가보면 알겠지
행복,비록 난 조금씩 나이만 들어가지만
행복,맑고 깨끗하고 자신있게
행복,난 누구보다 소중하니까
행복,매일매일 행복하자
행복,맑고 깨끗하고 자신있게 오늘도
행복,초조해 하지마
행복,불면증
행복,답답해 하지마
행복,장 트러블메이커
행복,여전히 우리는 모르지
행복,시간이 지나 가보면 알겠지
행복,충분히 훌륭한
행복,시간을 보냈다는걸
행복,잘하고있었다는걸
행복,잘 웃지 못하는 나예요
행복,혼자 있을 때는 더
행복,표정 변화 한번 없이 멍해
행복,요즘 따라 되는 일도 없고
행복,반복되는 매일이 너무 따분해
행복,나조차 모르게 쌓였던 걱정들 다
행복,어쩌지 이제
행복,잠깐 푹 자면 다시 괜찮아 질까요
행복,근데 생각 없이 지내온 시간
행복,너무 오래되어 나를 잘 챙기지 못했잖아
행복,어느새 날 사랑해주는 법을
행복,다 잊어버렸나 봐 어떡하죠
행복,지금이라도
행복,화분에 물을 주듯 내게도
행복,사랑 준다면
행복,내일이 괜찮아 질까
행복,그래 다 잘될 거야
행복,잘 하는 것보단 못하는 게
행복,너무 많아서 걱정
행복,남들보다 너무 느려 답답
행복,밥을 먹으면 다시 괜찮아 질까요
행복,모든 게 힘들다고 놔버린 시간
행복,자신 있게
행복,어깨를 펴고 걸어가
행복,힘들다고
행복,오늘을 포기하면 안 돼요
행복,이 순간이 지나가면
행복,다시 찾아오는 행복을
행복,기대해 보면
행복,다 잘 될 거예요
행복,함께했던 순간들 뒤돌아 보면
행복,어설퍼 보이는 너 더 좋아 널 찾아봐
행복,마냥 좋을 순 없는 걸
행복,내 모습 초라해져
행복,미련하게 기다릴 수 밖에
행복,한번 만이라도 기적을 바라고
행복,잘되길 바라는 마음을
행복,행복하길 바라는
행복,수없이 많은 사람들에게
행복,잘 되길 바랄게
행복,날 사랑 하는 사람들 곁에서 보면
행복,난 왜 이리 한심한 모습을 한 걸까
행복,괜찮아 고갤 들어줘
행복,넌 가장 빛나는 걸
행복,널 바라 보는 사람들에게
행복,잘 되길 바라는 마음을
행복,잘되길 바랄게
행복,잠이 덜 깬 채로 집을 나선다.
행복,"아침 바람을 맞으며 기운을 차리고,"
행복,허겁지겁 미로 같은 계단을 내려간다.
행복,지하철이 승강장에 들어오는 소리에
행복,"익숙해진 걸음으로 지하철을 타고,"
행복,사람들 사이로 구겨진 채 마주한 창문에 비친 내 모습
행복,"어제 같던 오늘도, 오늘 같을 내일도"
행복,지겨워하고 있던 무미건조한 내 얼굴
행복,왠지 안돼 보여 나를 위한 미소를 지어본다.
행복,오늘 하루도 힘내자
행복,무거워진 발걸음으로 길을 나선다
행복,어느새 하늘은 어두워져 있고
행복,가도가도 끝이 없는 계단을 내려간다.
행복,지하철이 승강장을 들어오는 소리에
행복,익숙해진 걸음으로 지하철을 타고
행복,사람들 사이에 구겨진 채 마주한 창문에 비친 내 모습
행복,오늘 하루도 끝났다.
행복,오 새벽 별처럼 밤하늘의 달처럼
행복,지나간 내 하루는 빛나고 있겠죠?
행복,품 안에 안긴 널 위해 오늘도 달려요.
행복,"어제 같은 오늘도, 오늘 같을 내일도"
행복,바람을 타고 날아오르는
행복,새들은 걱정 없이
행복,아름다운 태양 속으로
행복,음표가 되어 나네
행복,향기 나는 연필로 쓴 일기처럼
행복,숨겨두었던 마음
행복,기댈 수 있는 어깨가 있어
행복,비가 와도 젖지 않아
행복,어제의 일들은 잊어
행복,누구나 조금씩은 틀려
행복,완벽한 사람은 없어
행복,실수투성이고 외로운 나를 봐
행복,난 다시 태어난 것만 같아
행복,그대를 만나고부터
행복,그대 나의 초라한 마음을
행복,받아준 순간부터 랄라라릴라
행복,하루하루 조금씩 나아질 거야
행복,그대가 지켜보니
행복,힘을 내야지 행복해져야지
행복,뒤뜰에 핀 꽃들처럼
행복,점심을 함께 먹어야지
행복,새로 연 그 가게에서
행복,새 샴푸를 사러 가야지
행복,아침 하늘빛의 민트향이면 어떨까
행복,난 다시 꿈을 꾸게 되었어
행복,그대 나의 초라한
행복,마음을 받아준 순간부터 랄라라릴라
행복,월요일도 화요일도 봄에도
행복,겨울에도 해가 질 무렵에도
행복,비둘기를 안은 아이같이
행복,행복해줘 나를 위해서
행복,이른 아침 작은 새들 노랫소리 들려오면
행복,언제나 그랬듯 아쉽게 잠을 깬다
행복,창문 하나 햇살 가득 눈부시게 비쳐오고
행복,서늘한 냉기에 재채기할까 말까
행복,눈 비비며 빼꼼히 창밖을 내다보니
행복,삼삼오오 아이들은 재잘대며 학교 가고
행복,산책 갔다 오시는 아버지의 양손에는
행복,효과를 알 수 없는 약수가 하나 가득
행복,딸각딸각 아침 짓는 어머니의 분주함과
행복,엉금엉금 냉수 찾는 그 아들의 게으름이
행복,상큼하고 깨끗한 아침의 향기와
행복,구수하게 밥 뜸드는 냄새가 어우러진
행복,가을 아침 내겐 정말 커다란 기쁨이야
행복,가을 아침 내겐 정말 커다란 행복이야
행복,응석만 부렸던 내겐
행복,파란 하늘 바라보며 커다란 숨을 쉬니
행복,드높은 하늘처럼 내 마음 편해지네
행복,텅 빈 하늘 언제 왔나 고추잠자리 하나가
행복,잠 덜 깬 듯 엉성히 돌기만 비잉비잉
행복,토닥토닥 빨래하는 어머니의 분주함과
행복,동기동기 기타 치는 그 아들의 한가함이
행복,심심하면 쳐대는 괘종시계 종소리와
행복,시끄러운 조카들의 울음소리 어우러진
행복,뜬구름 쫓았던 내겐
행복,You only live once
행복,언젠가 한 번쯤은 해보고 싶었어
행복,계획 없이 떠나는 여행
행복,반복되는 하루들이 지겨워져서
행복,오늘을 내게 선물하기로 해 yeah
행복,열심히 살아왔잖아
행복,이 정도의 사치는 부려도 되잖아
행복,창밖의 밝은 별 하나
행복,어서 가자 저기 멀리 저 불빛을 따라
행복,오늘이 지나면
행복,다시 돌아가겠지
행복,그래도 하루만큼은 나를
행복,위해 살고 싶어
행복,오늘만큼은 애벌레가 아닌 Butterfly
행복,Brand new day is calling now
행복,어디든 좋아 나랑 너랑 우리 다 오늘은 모두 잊자
행복,기차에 몸을 실어봐 어때
행복,의자에 등을 기대봐
행복,절대 후회는 하지 않을 거야
행복,번데기는 나비가 될 거야
행복,You will be you'll be okay
행복,You will be you'll be you'll be okay
행복,오늘은 holiday 네 품에 안겨 있을래
행복,온몸에 힘이 빠지네
행복,넌 나의 유일한 쉼터가 돼
행복,오늘은 all day
행복,너에게 딱 붙어 있을래 이리와
행복,For my sweetest holiday
행복,하늘은 어제와 똑같아 but
행복,오늘의 날씨는 더 맑아
행복,내 기분 탓일까
행복,Anyway 나 이대로
행복,잠이 들 것 같아 또
행복,좋은 꿈을 꿀 것 같아
